Id,SalePrice
1772,137093.67
1773,146455.44
1774,140076.6
1775,137685.19
1776,130057.414
1777,96730.05
1778,140160.48
1779,133615.39
1780,164888.97
1781,124287.87
1782,91696.07
1783,172872.78
1784,123047.59
1785,112632.52
1786,128325.28
1787,163647.7
1788,66860.445
1789,94153.85
1790,92793.07
1791,168169.9
1792,135541.03
1793,107187.35
1794,156683.3
1795,133049.31
1796,133322.8
1797,104177.88
1798,118712.34
1799,108127.22
1800,139610.08
1801,121142.19
1802,110367.33
1803,154723.36
1804,117970.664
1805,121878.44
1806,111557.43
1807,99687.11
1808,121676.49
1809,122509.805
1810,140547.61
1811,79540.11
1812,94636.37
1813,118908.625
1814,94619.39
1815,62781.85
1816,93582.98
1817,133022.66
1818,163526.05
1819,152380.27
1820,62591.387
1821,105120.625
1822,156694.72
1823,46389.348
1824,107493.9
1825,146566.73
1826,132733.28
1827,87964.79
1828,109300.69
1829,108383.68
1830,131848.23
1831,117432.67
1832,83586.47
1833,136258.08
1834,127327.7
1835,99975.305
1836,117053.48
1837,84774.1
1838,108703.08
1839,105820.76
1840,180375.3
1841,140283.56
1842,110434.87
1843,140314.94
1844,157642.16
1845,148713.77
1846,146663.94
1847,169670.33
1848,63049.742
1849,115892.18
1850,126375.37
1851,133385.78
1852,141164.28
1853,141004.45
1854,152440.94
1855,151080.1
1856,254217.0
1857,162942.86
1858,147794.42
1859,116147.28
1860,165209.14
1861,117575.875
1862,303863.8
1863,279778.06
1864,279783.72
1865,378562.94
1866,335342.34
1867,224226.16
1868,281257.8
1869,217930.83
1870,223347.23
1871,279619.47
1872,178733.61
1873,237335.72
1874,136157.75
1875,192943.34
1876,208130.16
1877,209596.6
1878,199850.22
1879,148169.3
1880,136433.55
1881,257410.22
1882,259902.12
1883,192633.34
1884,200935.08
1885,238421.75
1886,256153.81
1887,222511.89
1888,240385.4
1889,193958.14
1890,122119.72
1891,132648.14
1892,108207.445
1893,124762.96
1894,129547.59
1895,130756.195
1896,130112.46
1897,125222.8
1898,119955.8
1899,175947.72
1900,151972.0
1901,176427.06
1902,156048.88
1903,207748.34
1904,172204.33
1905,207405.98
1906,133168.39
1907,206789.16
1908,104010.58
1909,137315.69
1910,120294.94
1911,206340.67
1912,317255.38
1913,179374.47
1914,50838.805
1915,386218.0
1916,64397.11
1917,246366.1
1918,131783.86
1919,146539.08
1920,152049.12
1921,367254.56
1922,340491.78
1923,214637.83
1924,244874.55
1925,185797.66
1926,373079.5
1927,130424.22
1928,155266.66
1929,102169.53
1930,145752.75
1931,138603.0
1932,147951.28
1933,209961.92
1934,173849.88
1935,193824.1
1936,198192.81
1937,196426.78
1938,170010.64
1939,281786.22
1940,182695.31
1941,174124.39
1942,192494.75
1943,203447.78
1944,436500.56
1945,389376.75
1946,155274.17
1947,311116.4
1948,167134.48
1949,270319.3
1950,184491.89
1951,245608.3
1952,210411.77
1953,192036.95
1954,180047.28
1955,127016.16
1956,274363.38
1957,152645.67
1958,264605.22
1959,135076.16
1960,117132.5
1961,135147.97
1962,90100.9
1963,100188.086
1964,102724.695
1965,134509.72
1966,135207.22
1967,324802.7
1968,404204.44
1969,370715.84
1970,431154.38
1971,437101.44
1972,379430.94
1973,303914.03
1974,342251.84
1975,516803.97
1976,272869.88
1977,376471.47
1978,371393.47
1979,335981.0
1980,212639.48
1981,358715.25
1982,248817.47
1983,226704.92
1984,162076.7
1985,247772.89
1986,209614.34
1987,187853.2
1988,175108.11
1989,191852.38
1990,219198.28
1991,220278.78
1992,220338.23
1993,173748.19
1994,204212.16
1995,185761.92
1996,262244.3
1997,305147.47
1998,305979.84
1999,329620.5
2000,305177.75
2001,321101.4
2002,219507.16
2003,272408.88
2004,269138.38
2005,245375.9
2006,235787.55
2007,253821.23
2008,223308.4
2009,228660.44
2010,196406.36
2011,149641.86
2012,180426.89
2013,199614.2
2014,191942.81
2015,240185.64
2016,214199.56
2017,210444.3
2018,137370.58
2019,139735.94
2020,86367.69
2021,113422.57
2022,188072.12
2023,148889.83
2024,260625.08
2025,350689.12
2026,194558.33
2027,164025.12
2028,147050.67
2029,166427.2
2030,272280.1
2031,236020.0
2032,250647.11
2033,249303.84
2034,172767.77
2035,239106.97
2036,189524.5
2037,202811.47
2038,283044.1
2039,251808.45
2040,287079.28
2041,319425.16
2042,206779.94
2043,170784.5
2044,143316.42
2045,183300.67
2046,142820.42
2047,137542.95
2048,143798.39
2049,137450.4
2050,173244.75
2051,99204.09
2052,115940.62
2053,139334.31
2054,104166.484
2055,148407.84
2056,134497.6
2057,105508.7
2058,221245.77
2059,140971.56
2060,163599.72
2061,155750.11
2062,123198.84
2063,122910.03
2064,132484.3
2065,114401.89
2066,156505.22
2067,114402.445
2068,125249.34
2069,72390.49
2070,102526.4
2071,103837.92
2072,140754.92
2073,124419.2
2074,152620.03
2075,143856.44
2076,115268.234
2077,155325.64
2078,119152.52
2079,122482.83
2080,103581.0
2081,122040.66
2082,115965.3
2083,138243.8
2084,108201.22
2085,114259.625
2086,91804.46
2087,120323.89
2088,86917.42
2089,79941.68
2090,139047.11
2091,93607.84
2092,127283.555
2093,115684.01
2094,108774.93
2095,131282.97
2096,68444.98
2097,109452.266
2098,132451.84
2099,57378.81
2100,67254.27
2101,101386.77
2102,119466.73
2103,104577.18
2104,129942.64
2105,135364.36
2106,79803.49
2107,190392.77
2108,114794.41
2109,107519.02
2110,103429.055
2111,98496.54
2112,153224.38
2113,118076.14
2114,123568.55
2115,153592.88
2116,110299.3
2117,165616.62
2118,125802.516
2119,96303.33
2120,133813.73
2121,120086.125
2122,124433.45
2123,70865.67
2124,164224.25
2125,123445.26
2126,182379.88
2127,141987.64
2128,135022.48
2129,92875.09
2130,142303.77
2131,130460.1
2132,104553.59
2133,104657.055
2134,152484.52
2135,107502.695
2136,71240.055
2137,109453.62
2138,131824.72
2139,155042.25
2140,147787.52
2141,136289.38
2142,127168.125
2143,145486.22
2144,112990.53
2145,141652.98
2146,176401.17
2147,157154.55
2148,128020.516
2149,145703.17
2150,231651.52
2151,115166.984
2152,127302.21
2153,161984.36
2154,99640.97
2155,139329.36
2156,266363.7
2157,216506.78
2158,266185.72
2159,200666.33
2160,175062.67
2161,245668.08
2162,368850.88
2163,334818.12
2164,248068.66
2165,198634.58
2166,160837.66
2167,221151.06
2168,208804.64
2169,205218.39
2170,215239.83
2171,155977.14
2172,137985.86
2173,175424.45
2174,219222.3
2175,282460.56
2176,332215.3
2177,249393.89
2178,215690.9
2179,142932.45
2180,170934.44
2181,195514.44
2182,227933.5
2183,201126.88
2184,125355.016
2185,135492.86
2186,138192.48
2187,170408.44
2188,168581.73
2189,234235.47
2190,88978.66
2191,75858.32
2192,82607.12
2193,121819.31
2194,103986.92
2195,121623.4
2196,90095.445
2197,119385.56
2198,133369.72
2199,187720.12
2200,164815.34
2201,161408.1
2202,219020.98
2203,175627.28
2204,206558.61
2205,127807.09
2206,146409.38
2207,208945.22
2208,262578.7
2209,243852.16
2210,118970.69
2211,106766.9
2212,118095.2
2213,105566.17
2214,150079.39
2215,103374.67
2216,147418.08
2217,60283.766
2218,61275.164
2219,74457.39
2220,62118.844
2221,383623.03
2222,323104.06
2223,269544.9
2224,207942.28
2225,138643.55
2226,174233.48
2227,188989.77
2228,289973.72
2229,223529.11
2230,159792.28
2231,209561.62
2232,186567.39
2233,217352.08
2234,263930.7
2235,233325.7
2236,230515.1
2237,273843.88
2238,197748.97
2239,108352.37
2240,163303.1
2241,158107.92
2242,107540.984
2243,104291.34
2244,99900.664
2245,96385.61
2246,140480.31
2247,92925.68
2248,127663.516
2249,123896.53
2250,132049.44
2251,134981.39
2252,172324.31
2253,161306.31
2254,186084.61
2255,172674.83
2256,184670.95
2257,205874.31
2258,164808.81
2259,185468.5
2260,136723.39
2261,207552.73
2262,219660.88
2263,404408.56
2264,385508.22
2265,159385.56
2266,308196.56
2267,373233.62
2268,443350.94
2269,161150.4
2270,201373.92
2271,217338.89
2272,232967.06
2273,174123.28
2274,194105.48
2275,179494.39
2276,190034.64
2277,182483.08
2278,139757.11
2279,138856.94
2280,106097.75
2281,162258.28
2282,181068.45
2283,99419.82
2284,110286.484
2285,133448.16
2286,115675.945
2287,369027.06
2288,277608.9
2289,382416.7
2290,430943.7
2291,359014.06
2292,380188.7
2293,460702.72
2294,456574.44
2295,419170.88
2296,248081.62
2297,423734.22
2298,397759.84
2299,337927.6
2300,348289.22
2301,357368.0
2302,254022.53
2303,242212.11
2304,241023.42
2305,204422.73
2306,204524.2
2307,201579.72
2308,238465.48
2309,282063.72
2310,260164.95
2311,202008.56
2312,166969.34
2313,171558.42
2314,179022.69
2315,170185.16
2316,182478.69
2317,191960.48
2318,182936.19
2319,184874.12
2320,178025.25
2321,249360.84
2322,163099.69
2323,194210.08
2324,181299.94
2325,180670.17
2326,184186.16
2327,215483.62
2328,215934.89
2329,198153.69
2330,182408.44
2331,346654.34
2332,412610.06
2333,323988.3
2334,315098.03
2335,325410.28
2336,321347.12
2337,205182.75
2338,243799.53
2339,213872.67
2340,341089.5
2341,220121.19
2342,247787.25
2343,244569.33
2344,228964.56
2345,245764.75
2346,234209.8
2347,218361.25
2348,250808.4
2349,215286.56
2350,309902.4
2351,267471.84
2352,266383.88
2353,283456.97
2354,130864.766
2355,139317.22
2356,171147.1
2357,191851.56
2358,208604.62
2359,120174.2
2360,120932.17
2361,142026.38
2362,234708.22
2363,145395.0
2364,184218.1
2365,233180.6
2366,207402.9
2367,216391.28
2368,228225.55
2369,199770.78
2370,173540.34
2371,171235.0
2372,212080.22
2373,268212.6
2374,318952.4
2375,240867.92
2376,262759.75
2377,381216.56
2378,166212.5
2379,219200.33
2380,132297.33
2381,181151.25
2382,191321.44
2383,200598.77
2384,245441.28
2385,148413.67
2386,139767.03
2387,131685.77
2388,93515.84
2389,119343.24
2390,171313.95
2391,140016.23
2392,117393.23
2393,160185.1
2394,143942.33
2395,191898.77
2396,145023.64
2397,174307.69
2398,136325.53
2399,66865.79
2400,85356.484
2401,123207.625
2402,128398.266
2403,126192.97
2404,149779.6
2405,175767.33
2406,143365.31
2407,115275.94
2408,121867.26
2409,114524.234
2410,158230.27
2411,117393.07
2412,150716.52
2413,132192.42
2414,144353.72
2415,133152.11
2416,126599.12
2417,133023.8
2418,132905.27
2419,136312.95
2420,123797.36
2421,140255.8
2422,110591.98
2423,114061.87
2424,122061.91
2425,213776.81
2426,132487.72
2427,141789.11
2428,192844.22
2429,107446.016
2430,132033.17
2431,121496.414
2432,154045.12
2433,146275.44
2434,141254.5
2435,146241.92
2436,122250.99
2437,110810.27
2438,127158.57
2439,98133.42
2440,127190.266
2441,73689.66
2442,89678.14
2443,119308.63
2444,142209.47
2445,96029.7
2446,127184.086
2447,188835.56
2448,125989.89
2449,113925.87
2450,156519.31
2451,130992.195
2452,159285.7
2453,90905.13
2454,136435.73
2455,100198.86
2456,135409.48
2457,148644.5
2458,139605.45
2459,115207.78
2460,149576.4
2461,139053.05
2462,134065.23
2463,127352.38
2464,155213.25
2465,131778.28
2466,141214.53
2467,145797.73
2468,97793.555
2469,88027.39
2470,175432.19
2471,209280.25
2472,138337.7
2473,119976.336
2474,82348.41
2475,192741.53
2476,107170.66
2477,125638.04
2478,147254.03
2479,117084.77
2480,161398.83
2481,144574.53
2482,125970.64
2483,125770.88
2484,128535.914
2485,130386.62
2486,182913.69
2487,201842.67
2488,152588.2
2489,164111.8
2490,162994.58
2491,68230.71
2492,192520.77
2493,155399.22
2494,129629.1
2495,76948.22
2496,213817.73
2497,144213.5
2498,124355.19
2499,79049.86
2500,135903.12
2501,135117.89
2502,135346.44
2503,83233.25
2504,146906.66
2505,254876.77
2506,247139.31
2507,272411.06
2508,256946.69
2509,218965.27
2510,223260.48
2511,178991.92
2512,217314.8
2513,215437.55
2514,282830.5
2515,151204.14
2516,189990.4
2517,154989.8
2518,160749.11
2519,267820.7
2520,233454.73
2521,187973.64
2522,243176.23
2523,120918.01
2524,144360.6
2525,151553.92
2526,166189.69
2527,138135.89
2528,123823.82
2529,165860.23
2530,127423.914
2531,254679.31
2532,232199.45
2533,212729.4
2534,214622.36
2535,277248.38
2536,255778.44
2537,263952.16
2538,175777.36
2539,195349.33
2540,178462.53
2541,188853.27
2542,172900.22
2543,122892.086
2544,125328.88
2545,137436.14
2546,125706.5
2547,143596.89
2548,154835.9
2549,170460.33
2550,439991.03
2551,145449.53
2552,140306.78
2553,83463.5
2554,81891.64
2555,121796.05
2556,104669.63
2557,128848.6
2558,163583.34
2559,155047.12
2560,172917.02
2561,178569.52
2562,168676.75
2563,154616.81
2564,225452.0
2565,187320.61
2566,202157.39
2567,136583.19
2568,224120.38
2569,256857.88
2570,117102.71
2571,205123.62
2572,119510.32
2573,214323.2
2574,249080.44
2575,149032.4
2576,107637.445
2577,153760.94
2578,78510.75
2579,75041.42
2580,70857.75
2581,99121.34
2582,91595.93
2583,309404.56
2584,166558.22
2585,219761.28
2586,209771.14
2587,180918.64
2588,150069.86
2589,135571.28
2590,208775.73
2591,210459.03
2592,195563.39
2593,287270.66
2594,172781.69
2595,207459.05
2596,292077.16
2597,205068.89
2598,293431.5
2599,384104.78
2600,141841.55
2601,153021.72
2602,71899.43
2603,91689.16
2604,75515.62
2605,73101.66
2606,161817.25
2607,209614.22
2608,184028.47
2609,181810.02
2610,97240.79
2611,133541.72
2612,169960.73
2613,137986.48
2614,131337.16
2615,145301.34
2616,147627.47
2617,186902.3
2618,209600.33
2619,175058.75
2620,189043.67
2621,178451.39
2622,190459.45
2623,232793.36
2624,292074.6
2625,268680.84
2626,179465.83
2627,160094.4
2628,528579.8
2629,533193.5
2630,399821.22
2631,439464.84
2632,421574.38
2633,321992.28
2634,395638.75
2635,159133.55
2636,178976.47
2637,189319.61
2638,276592.62
2639,169505.78
2640,152107.61
2641,113996.58
2642,178861.19
2643,92686.086
2644,116490.33
2645,96535.484
2646,90037.72
2647,99014.02
2648,141454.56
2649,147766.27
2650,129604.7
2651,143147.77
2652,352832.3
2653,254669.44
2654,296821.34
2655,395343.62
2656,354519.53
2657,366360.4
2658,315483.4
2659,341008.38
2660,402426.0
2661,411741.0
2662,389892.84
2663,291779.72
2664,291097.66
2665,352072.2
2666,336293.7
2667,167590.56
2668,176515.95
2669,173676.64
2670,247060.2
2671,174114.52
2672,190509.1
2673,210206.53
2674,203072.3
2675,208356.34
2676,184426.77
2677,192098.14
2678,232016.0
2679,322030.12
2680,321330.72
2681,404715.72
2682,304673.3
2683,565661.5
2684,352186.22
2685,297157.28
2686,250300.56
2687,284036.0
2688,215501.97
2689,223953.34
2690,325210.8
2691,206402.94
2692,136877.11
2693,205458.81
2694,128229.44
2695,213111.06
2696,193935.92
2697,185074.22
2698,204928.23
2699,177006.44
2700,160006.89
2701,160305.81
2702,129057.6
2703,121019.195
2704,132769.95
2705,126456.62
2706,113364.5
2707,119536.01
2708,130860.73
2709,94631.82
2710,128097.71
2711,292720.62
2712,404533.78
2713,189971.05
2714,150155.33
2715,170070.31
2716,151625.39
2717,205441.8
2718,216519.83
2719,156298.08
2720,162209.94
2721,122354.48
2722,160721.47
2723,145976.05
2724,122576.23
2725,131717.95
2726,136253.75
2727,161990.34
2728,176336.92
2729,153933.56
2730,136562.94
2731,110225.06
2732,128518.68
2733,170999.66
2734,127941.67
2735,128245.984
2736,136918.06
2737,119130.89
2738,123245.46
2739,152114.86
2740,137967.61
2741,144477.72
2742,155809.14
2743,159093.83
2744,162792.44
2745,128602.08
2746,138898.19
2747,134823.28
2748,127718.805
2749,127714.53
2750,119632.9
2751,138732.45
2752,171194.27
2753,140190.38
2754,216596.73
2755,136374.73
2756,96850.766
2757,76239.31
2758,96715.39
2759,166653.89
2760,129132.05
2761,145876.6
2762,123618.164
2763,177596.88
2764,157312.27
2765,235157.03
2766,113979.8
2767,100920.88
2768,113978.3
2769,144247.06
2770,120133.15
2771,100025.484
2772,95497.88
2773,182269.53
2774,134557.62
2775,102795.836
2776,152069.62
2777,159135.03
2778,87074.086
2779,118288.195
2780,68757.914
2781,85152.56
2782,101970.55
2783,99699.32
2784,95828.66
2785,157583.88
2786,68435.1
2787,111711.02
2788,82966.34
2789,159997.02
2790,90548.29
2791,110057.18
2792,60618.1
2793,136890.95
2794,113186.12
2795,113249.47
2796,96842.95
2797,188803.6
2798,110655.76
2799,109411.7
2800,65070.266
2801,93577.95
2802,145921.69
2803,151306.16
2804,115710.8
2805,84845.78
2806,83624.16
2807,178003.7
2808,164287.69
2809,128572.4
2810,124191.14
2811,172969.14
2812,175498.62
2813,152942.94
2814,151547.83
2815,84649.95
2816,197828.56
2817,168917.72
2818,126756.42
2819,236006.27
2820,138259.45
2821,138244.05
2822,167686.9
2823,253623.0
2824,185034.06
2825,157907.8
2826,133581.27
2827,123890.67
2828,226301.02
2829,194402.89
2830,219329.38
2831,183672.78
2832,255261.55
2833,338640.0
2834,229307.16
2835,232084.12
2836,202074.75
2837,156555.77
2838,140795.03
2839,187813.97
2840,199176.31
2841,203166.16
2842,228714.11
2843,138933.61
2844,166493.8
2845,117384.3
2846,215859.83
2847,241820.78
2848,219445.62
2849,216983.55
2850,278432.9
2851,199765.23
2852,227933.08
2853,268164.9
2854,144041.36
2855,210805.55
2856,198871.55
2857,195600.38
2858,200349.16
2859,124327.78
2860,125606.77
2861,138406.75
2862,211364.25
2863,132099.42
2864,244882.44
2865,145818.78
2866,130007.71
2867,99498.234
2868,105801.36
2869,103448.09
2870,123097.74
2871,81691.305
2872,66949.66
2873,105002.164
2874,139625.7
2875,98436.02
2876,171870.72
2877,151916.2
2878,161850.45
2879,115822.76
2880,89888.93
2881,120514.35
2882,213274.05
2883,221039.95
2884,201455.11
2885,180009.9
2886,238334.42
2887,79420.055
2888,145118.39
2889,52083.438
2890,80493.28
2891,141844.14
2892,43012.254
2893,56041.445
2894,50271.664
2895,366004.94
2896,295292.9
2897,199689.95
2898,130763.68
2899,206485.3
2900,164587.69
2901,207389.9
2902,190205.42
2903,305462.38
2904,360291.25
2905,79820.64
2906,195035.45
2907,99109.625
2908,138838.31
2909,130697.97
2910,69840.06
2911,75605.58
2912,178113.28
2913,70283.055
2914,69164.336
2915,70566.23
2916,71075.41
2917,176027.45
2918,114957.586
2919,204700.9
